Timestamp,Name,Summary,Website,Contact,Email,Phone,Street Address,City,State,Zip code,Latitude,Longitude,Category,Accuracy
7/9/2015,Alliance of Nurses for Healthy Environments,"Promoting healthy people and healthy environments by educating and leading the nursing profession, advancing research, incorporating evidence-based practice, and influencing policy.",http://envirn.org/,Katie Huffling,katie@envirn.org,,,Mount Rainier,MD,20712,38.942191,-76.966284,Advocacy,Zip code
7/9/2015,Breast Cancer Action,Breast Cancer Action’s mission is to achieve health justice for all women at risk of and living with breast cancer. - See more at: http://www.bcaction.org/about/mission-vision-values/#sthash.qychpUZB.dpuf,http://www.bcaction.org/,Sahru Keiser,skeiser@bcaction.org,1.877.2.STOPBC,"657 Mission Street, Suite 302",San Francisco,CA,94105,37.786775,-122.40086,Scientific,Address
7/9/2015,Center for Coalfield Justice,"Our mission is to improve policy and regulations for the oversight of fossil fuel extraction and use; to educate, empower and organize coalfield citizens; and to protect public and environmental health.",http://coalfieldjustice.org/,Eva Westheimer,eva@coalfieldjustice.org,(724) 229-3550,Box 1080,Washington,PA,15301,40.170577,-80.246481,Advocacy,Municipality
7/9/2015,Ceres,"At Ceres, our mission is to mobilize investor and business leadership to build a thriving, sustainable global economy by working with leading companies, investors, public interest groups, policymakers and other economic players to advance sustainable solutions that will reduce carbon emissions and other pollutants, protect vital natural resources like water supplies, ensure safe and just working conditions for employees and reduce our reliance on fossil fuels while transitioning to a clean energy economy.",http://www.ceres.org/,Monika Freyman,freyman@ceres.org,(617) 247-0700,"99 Chauncy Street, 6th Floor",Boston,MA,2111,42.353078,-71.060969,Industry,Address
7/9/2015,Citizen Action of NY,"Citizen Action of New York is a grassroots membership organization taking on big issues that are at the center of transforming society – issues like quality and affordable healthcare, a more progressive tax system, dismantling racism and promoting racial justice, and other progressive issues. Citizen Action of New York has eight chapters and affiliates in major cities across New York State.",http://www.citizenactionny.org/,Isaac Silberman-Gorn,i.silbermangorn@gmail.com,607.723.0110,477 State Street,Binghamton,NY,13901,42.10878,-75.903719,Advocacy,Address
7/9/2015,Citizen for Clean Water,"C4CW brings you clean water awareness by creating events and educating the community about local water issues. We've put together a symbol of unity to get behind and when you're wearing our gear you are representing a cleaner, more conscious attitude for clean water and a clean environment. We have an alliance of water athletes, film crew, tech group and other key factors to putting together clean water events.",http://www.citizensforcleanwater.com/shop/,Vera Scroggins,veraduerga@yahoo.com,,,Brackney,PA,18812,41.990627,-75.926948,Education,Municipality
7/9/2015,Clean Water Action,"Clean Water Action is a one million member organization of diverse people and groups joined together to protect our environment, health, economic well-being and community quality of life. Our goals include clean, safe and affordable water; prevention of health threatening pollution; creation of environmentally safe jobs and businesses; and empowerment of people to make democracy work. Clean Water Action organizes strong grassroots groups and coalitions and campaigns to elect environmental candidates and solve environmental and community problems.",http://www.cleanwater.org/pa,Nathan Richard Sooy,nsooy@cleanwater.org,717.233.1801,115 Pine Street,Harrisburg,PA,17101,40.261195,-76.885811,Advocacy,Address
7/9/2015,Delaware Riverkeeper Network,"About Delaware Riverkeeper Network (DRN) Established in 1988 upon the appointment of the Delaware Riverkeeper, the Delaware Riverkeeper Network (DRN) is a nonprofit 501(c)(3) membership organization. DRN's professional staff and volunteers work throughout the entire Delaware River Watershed including portions of Pennsylvania, New Jersey, Delaware and New York DRN's staff and very active volunteers have a breadth of knowledge about the environment as well as expertise specific to rivers and watersheds. DRN provides effective environmental advocacy, volunteer monitoring programs, stream restoration projects and public education. In addition, DRN goes to court when necessary to ensure enforcement of environmental safety laws.",http://www.delawareriverkeeper.org/,Tracy Carluccio,tracy@delawareriverkeeper.org,215.369.1188,"925 Canal Street, 7th Floor, Suite 3701",Bristol,PA,19007,40.10398,-74.851919,Scientific,Address
7/9/2015,East Run Hellbenders Society,,https://www.facebook.com/eastrunhellbenders,Stacy Long,swl@catsupgraphics.com,,,Glen Campbell,PA,15742,40.820615,-78.829736,Advocacy,Municipality
7/9/2015,Ecologic Institute,"The Ecologic Institute, Washington DC, is an independent non-profit think-tank for applied environmental research, policy analysis and consultancy. Its mission is to promote transatlantic understanding of environmental policies, sustainable economic and political development, and environmental protection through research, publications, educational exchanges, and public events.",http://www.ecologic.eu/institute-us,Max Gruenig,max.gruenig@eius.org,(202) 888-0206,"1630 Connecticut Ave., NW, Suite 300",Washington,DC,20009,38.912076,-77.045135,Scientific,Address
7/9/2015,"Ecosocialist Commission, Socialist Party USA","THE SOCIALIST PARTY strives to establish a radical democracy that places people's lives under their own control - a non-racist, classless, feminist socialist society... where working people own and control the means of production and distribution through democratically-controlled public agencies, cooperatives, or other collective groups.; where full employment is realized for everyone who wants to work; where workers have the right to form unions freely, and to strike and engage in other forms of job actions; and where the production of society is used for the benefit of all humanity, not for the private profit of a few.",http://socialistparty-usa.net/ecosocialist-campaign.html,Marc Train,anon785@gmail.com,,,Warminster,PA,18974,40.206129,-75.102013,Political,Municipality
7/9/2015,Environmental Action Center,"We at EAC make it our mission to identify and understand the important components of each environmental challenge, and to bring novel and creative solutions to bear on each issue. Our decades of regulatory expertise, environmental science and legal experience provide unique insights into current regulatory frameworks, as well as where gaps may exist to allow polluters to violate the public trust. We believe that proper perspective requires broad expertise and collaboration.",http://www.environmentalactioncenter.org/,David Reed,david.reed@environmentalactioncenter.org,202-263-4442,"1000 Vermont Avenue Northwest, Suite 1100",Washington,DC,20005,38.902891,-77.033923,Advocacy,Address
7/9/2015,"Fracking Resistance, Lawrence County","The Fracking Resistance, Lawrence County, PA aims to educate the community on the dangers that fracking will have on our overall health and community. Our mission is to: Organize and execute a plan to stand up to big industry/hydraulic fracturing in our communities and to give the truth to the people of the Lawrence County and surrounding areas by informing them of the hazards of fracking. To expose the industry's propaganda, lies and and ploy to pit neighbor against neighbor while buying our local, state and federal politicians and to hold those in power accountable for the harm done.",https://www.facebook.com/Frackingresistancelawrence,Margaret Henry,maggie.henry@gmail.com,,,Bessemer,PA,16112,40.97469,-80.496698,Education,Municipality
7/9/2015,Fractivist,"Shane Davis is a data-miner, activist, researcher, and the founder of Fractivist.org, an anti-fracking investigative blog about the Colorado Oil and Gas industry and the Oil and Gas Conservation Commission. Shane is a nationally recognized expert data-miner and analyzer of official oil and gas documents. He publishes expose` documents that illustrate how the government and the industry are continuing to harm the environment and local communities. His research and data have empowered dozens of grassroots organizations in many states which use it as a center piece for anti-fracking movements and public debates nationwide.",http://www.fractivist.org/,Shane Davis,fractivist@gmail.com,,,Aurora,CO,80014,39.663019,-104.834867,Advocacy,Zip code
7/9/2015,FreshWater Accountability Project Ohio,"Our mission is to educate people about freshwater supplies by providing an online archive of studies and community information. Through education and factual information, people can work towards meaningful change at the local, state, and federal levels of government to ensure our water is protected; and thus, our future is preserved.",http://www.fwap.org/,Leatra Harper,wewantcleanwater@gmail.com,,PO Box 473,Grand Rapids,OH,43522,41.409868,-83.864034,Education,Municipality
7/9/2015,Hill Heat,"Hill Heat is the dynamic site focused entirely on covering global warming developments on Capitol Hill. You’ll find a complete listing of global-warming related Congressional hearings and other events, as well as informative commentary and analysis, organized by category and topic.  Brad Johnson is the publisher and editor of Hill Heat. Living in Washington, D.C., he has a background in climate science, with experience in online communications, technology journalism, and political organizing.",http://hillheat.com/,Brad Johnson,climatebrad@gmail.com,,,Boston,MA,2118,42.339281,-71.070295,Press,Zip code
7/9/2015,Keystone Research Center,"The Keystone Research Center was created to broaden public discussion on strategies to achieve a more prosperous and equitable Pennsylvania economy.  As a research and policy development organization, the Keystone Research Center conducts original research, produces reports, and promotes public dialogue that addresses important economic and civic problems, and proposes new policies to help resolve those problems.",http://keystoneresearch.org/,Stephen Herzenberg,herzenberg@keystoneresearch.org,717-255-7181,412 North 3rd Street,Harrisburg,PA,17101,40.238168,-76.845067,Education,Address
7/9/2015,Lancaster Against Pipelines & Shalefield Organizing Committee,"Lancaster Against Pipelines began in April of 2014, following a meeting with landowners and community leaders working to oppose the Atlantic Sunrise pipeline. This small group of residents from Martic, Conestoga, West Hempfield and Lancaster City, quickly grew and expanded to become coordinators of the Lancaster County movement against the Atlantic Sunrise Pipeline. There are currently representatives from Martic, Conestoga, Manor, W. Hempfield and Lancaster City on Lancaster Against Pipeline's coordinating committee.",http://www.wearelancastercounty.com/,Nick Martin,nick@shalefieldorganizing.org,717.974.3095,,Willow Street,PA,17584,39.978993,-76.27715,Advocacy,Municipality
7/9/2015,Lebanon Pipeline Awareness,"Lebanon Pipeline Awareness is a group against the installation of a large natural gas pipeline in Lebanon County, PA.",https://lebanonpipelineawareness.wordpress.com/,Ellie Salahub,"salahub@comcast.net, lebanonpipeline@gmail.com",,,Lebanon,PA,17042,40.336827,-76.415379,Advocacy,Municipality
7/9/2015,Marcellus Outreach Butler,"Marcellus Outreach Butler is a group of Butler County, Pennsylvania individuals and coalitions concerned about the health and safety of its communities due to horizontal, slickwater, hydrofracture drilling in Marcellus Shale for the extraction of natural gas.",http://www.marcellusoutreachbutler.org/,Michael Bagdes-Canning,"mbagdes@gmail.com, mpro113@gmail.com",,209 Little Creek Rd,Harmony,PA,16037,40.812953,-80.111015,Advocacy,Address
7/9/2015,PennEnvironment,"PennEnvironment is a statewide, citizen-based environmental advocacy organization. PennEnvironment researchs the challenges confronting Pennsylvania’s environment and educate the public about what’s at stake. Through their research reports, news conferences, interviews with reporters, op-ed pieces, letters to the editor, and more, they raise awareness of environmental issues and promote sensible solutions. Their canvassers meet people where they are — in public places or door to door — building awareness, recruiting new supporters and activists, and raising funds to support our work.",http://www.pennenvironment.org/,Adam Garber,agarber@pennenvironment.org,(215) 732-5897,"1420 Walnut Street, Suite 650",Philadelphia,PA,19102,39.949212,-75.165529,Advocacy,Address
7/9/2015,Physicians for Social Responsibility,"PSR Philadelphia, as a public health nonprofit organization, addresses some of the gravest threats to health. PSR Philadelphia promotes: Health Advocacy, Violence Prevention & Environmental Action.",http://psrphila.org/,Teresa Mendez-Quigley,teresa@psrphila.org,(267) 519-5299,1501 Cherry Street,Philadelphia,PA,19102,39.955877,-75.165251,Education,Address
7/9/2015,Protect PT,"PROTECT PT is a citizen's group working to ensure the community’s safety, security, and quality of life from the effects of unconventional, horizontal drilling and other impactful projects.",http://www.protectpt.org/,Gillian Graber,"Gillian3@verizon.net, protectpenntwp@gmail.com",,PO BOX 43,Trafford,PA,15085,40.384916,-79.76029,Advocacy,Municipality
7/9/2015,Sane Energy Project,"Sane Energy Project is a grassroots group, formed in January of 2011 to oppose The Spectra Pipeline, the first of several high-pressure, large diameter shale gas pipelines slated to enter New York City. Today we have enlarged that mission to include shale gas infrastructure statewide and regionally. We stand in solidarity with activists fighting all forms of extreme extraction and nuclear energy.",http://saneenergyproject.org/,Clare Donohue,"clare@saneenergyproject.org, Contact@SaneEnergyProject.org",,,New York,NY,10025,40.798853,-73.968983,Advocacy,zip code
7/9/2015,Save Lake Arthur Watershed,,http://savelakearthurwatershed.weebly.com/,Connie Fleeger,cfleeger22@gmail.com,,,Butler,PA,16001,40.860893,-79.894516,Advocacy,Municipality
7/9/2015,Save The Colorado,"Save The Colorado’s mission is to protect and restore the Colorado River and its tributaries from the source to the sea. Save The Colorado focuses on fighting irresponsible water projects, supporting alternatives to proposed dams and diversions, fighting and adapting to climate change, supporting river and fish species restoration, and removing deadbeat dams. Save The Colorado has thousands of supporters throughout the Southwest U.S. from Denver to Los Angeles and beyond.",http://savethecolorado.org/,Gary Wockner,gary@savethecolorado.org,,,Fort Collins,CO,80522,40.583583,-105.081437,Advocacy,zip code
7/9/2015,Save western Maryland,"Save Western Maryland, a collaborative community initiative, strives to safeguard the rights of the citizens, the rural heritage and the environment of Western Maryland's fragile eco-systems through education, research and outreach.",https://www.facebook.com/pages/SAVE-WESTERN-MARYLAND/114581491889859,Eric Robison,EricRobison@hughes.net,,,Oakland,MD,21550,39.407785,-79.407844,Education,Municipality
7/9/2015,SEED,,https://seedcoalition.wordpress.com/,Matthew Weaver,matthewjonweaver@gmail.com,,,Baltimore,MD,21211,39.334501,-76.638624,Legal,zip code
7/9/2015,Sierra Club - Beyond Natural Gas Campaign,"The Beyond Natural Gas Campaign is working to help the public understand that natural gas is not a climate solution — but is part of the problem. By working to end destructive drilling practices, limit the expansion of natural gas consumption and by preventing the export of natural gas — our goal is to end our reliance on dirty dangerous natural gas and fracking. If we can’t protect our health and treasured landscapes from the damages caused by the natural gas industry and fracking, then we should not drill for natural gas.",http://content.sierraclub.org/naturalgas/,Robert Gardner,Robert.Gardner@sierraclub.org,,,Harrisburg,PA,17101,40.259461,-76.883944,Advocacy,zip code
7/9/2015,Sierra Club - Pennsylvania Chapter,"Our mission is to explore, enjoy and protect the wild places of the earth; to practice and promote the responsible use of the earth's ecosystems and resources; to educate and enlist humanity to protect and restore the quality of the natural human environment; and to use all lawful means to carry out these objectives.",http://www.pennsylvania.sierraclub.org/,Deborah Nardone,deb.nardone@sierraclub.org,717.232.0101,P.O. Box 606,Harrisburg,PA,17108,40.261125,-76.882661,Advocacy,zip code
7/9/2015,Frack Free Butte County,"The mission of Frack-Free Butte County (FFBC) is to protect the waters, people, agricultural economy and environment of Butte County from risks associated with high-pressure fossil-fuel extraction technologies, such as hydraulic fracturing, aka 'fracking,' and other toxic 'enhanced well stimulation' methods, and from the hazardous wastes produced by these extraction methods. By seeking to ban these practices in Butte County, via a citizens' initiative as well as working with the Board of Supervisors to develop a ban, FFBC hopes to keep Butte County free of the pollution and other hazardous risks of 'fracking' and related stimulation technologies.",http://www.frackfreebuttecounty.org/,Dave Garcia,rangerdave@mynvw.com,530-533-2357,PO Box 6395,Chico,CA,95927,39.810066,-121.939743,Advocacy,zip code
7/9/2015,Southern Christian Leadership Conference,"SCLC is a now a nation wide organization made up of chapters and affiliates with programs that affect the lives of all Americans: north, south, east and west. Its sphere of influence and interests has become international in scope because the human rights movement transcends national boundaries.",http://sclcnational.org/,Kyev Tatum,kyevtatum@gmail.com,,,Fort Worth,TX,76104,32.731897,-97.316112,Unknown,zip code
7/9/2015,Stop the Frack Attack,"STFA strives to bring affected community members and technical experts together, sharing strategies, and executing actions. Our past experience has shown that through collective action, we can turn the tide of oil and gas development and make our goals not just a numbered list on a wall but actual ways of relating to one another and the tangible results we need to see to alleviate the suffering of those bearing the brunt of the oil and gas industry",http://www.stopthefrackattack.org/,Robert Diesu,52diesu@gmail.com,,,Washington,DC,20001,38.909804,-77.019828,Advocacy,zip code
7/9/2015,Sustainable Obtainable Solutions,"Sustainable Obtainable Solutions was created to increase the understanding of sustainability and the interrelationships of people and nature, especially on public lands. And, like you, we want to ensure current use of public lands does not deny future generations the same benefits we enjoy now.",http://www.s-o-solutions.org/,Gloria Flora,gflora@s-o-solutions.org,,,Colville,WA,99114,48.5499,-117.938523,Education,Municipality
7/9/2015,SWPA Environmental Health Project,"The Southwest Pennsylvania Environmental Health Project (EHP) is a nonprofit environmental health organization created to assist and support Washington County residents who believe their health has been, or could be, impacted by natural gas drilling activities.",http://www.environmentalhealthproject.org/,Jill Kriesky,jkriesky@environmentalhealthproject.org,724.260.5504,4198 Washington Road Suite 5,McMurray,PA,15317,40.263347,-80.13346,Scientific,Address
7/9/2015,Talkupy Radio,Talkupy was created to highlight the work of people who work to further peace and equality throughout the world.,http://www.talkupy.net/,Annie Lindstrom,annielindstrom@aol.com,,,Cape Coral,FL,33915,26.633308,-81.955953,Press,zip code
7/9/2015,The Center for Biological Diversity,"At the Center for Biological Diversity, we believe that the welfare of human beings is deeply linked to nature — to the existence in our world of a vast diversity of wild animals and plants. Because diversity has intrinsic value, and because its loss impoverishes society, we work to secure a future for all species, great and small, hovering on the brink of extinction. We do so through science, law and creative media, with a focus on protecting the lands, waters and climate that species need to survive.",http://www.biologicaldiversity.org/,Ash Lauth,alauth@biologicaldiversity.org,(520) 623.5252,P.O. Box 710,Tucson,AZ,85702,32.22061,-110.96857,Scientific,zip code
7/9/2015,The Winkle INstitute for Worldwide Economic Stability,,http://winklepublishing.blogspot.com/search/label/fracking,Mark Winkle,markwinkle2003@yahoo.com,,,Dayton,OH,45410,39.750015,-84.16186,Advocacy,zip code
7/10/2015,Chesapeake Legal Alliance,"CLA’s principal function is to serve as a catalyst and clearinghouse, identifying lawsuits, administrative proceedings, law reform efforts and other legal initiatives whose goal is to reduce pollution in the Chesapeake or otherwise contribute to improving the quality of its waters. CLA solicits the pro bono efforts of private law firms and individual lawyers, matching them with matters that require legal skills.",http://www.chesapeakelegal.org/home,Jacqueline Guild,jguild@chesapeakelegal.org,(410) 216-9441,67 Franklin Street,Annapolis,MD,21401,38.977453,-76.494326,Legal,Address
8/14/2015 18:27,350 Massachusetts for a Better Future,Building the grassroots climate movement in MA,www.350ma.org,Emily Kirkland,emilyrkirkland@gmail.com,646-623-5271,30 Bow St,Cambridge,MA,2138,42.371203,-71.116118,Advocacy,Address
9/5/2015 4:17,Gas Drilling Awareness Coalition," community educational association, whose members are concerned with the negative effects of the Industrial Process of Drilling for Natural Gas in PA. We are citizens from all walks of life.",http://www.gdacoalition.org/,Mary Rodriguez,GDACLuzerne@gmail.com,570-213-4950,PO Box 275,Dallas,PA,18612,41.330048,-75.973304,Education,Municipality
9/14/2015 8:52,Coloradans Against Fracking,To work to ban fracking in Colorado,coloradansagainstfracking.us,Karen Dike,coloradansagainstfracking@gmail.com,720-363-7119,708 Hayden Ct,Longmont,NE,80503,40.176867,-105.148482,Advocacy,zip code
9/15/2015 4:54,Coloradans Resisting Extreme Energy Development,"Coloradans Resisting Extreme Energy Development (CREED) was formed to inform the people of Colorado about the impacts of fracking, why Colorado’s law must be changed, and to run state constitutional amendment initiatives focused on run-away oil and gas development.",www.resistextremeenergy.org,Tricia Olson,info@resistextremeenergy.org,,PO Box 18872,Boulder,Colorado,80308,40.053429,-105.225064,Advocacy,zip code
10/26/2015 16:03,Community Environmental Defense Fund (CELDF),"CELDF is a non-profit, public interest law firm providing free and affordable legal services to communities facing threats to their local environment, local agriculture, the local economy, and quality of life.  Our mission is to build sustainable communities by assisting people to assert their right to local self-government and the rights of nature.",http://www.celdf.org/,Thomas Linzey,info@celdf.org ,717- 498-0054,P.O. Box 360 ,"Mercersburg,",PA,17236,39.827959,-77.898809,Legal,Municipality
11/25/2015 10:15,PennFuture,"PennFuture works to create a just future where nature, communities, and the economy thrive. We enforce environmental laws and advocate for the transformation of public policy, public opinion, and the marketplace to restore and protect the environment, safeguard public health, and reduce the consequences of climate change within Pennsylvania and beyond.",pennfuture.org,Annie Regan,regan@pennfuture.org,4124562781,200 First Avenue Suite 200,Pittsburgh,PA,15222,40.438105,-80.003649,Advocacy,Address
11/30/2015 12:19,FracTracker Alliance - Headquarters,"The FracTracker Alliance shares maps, data, and analyses to communicate impacts of the global oil and gas industry and informs actions that positively shape our energy future.",http://www.fractracker.org,Brook Lenker,lenker@fractracker.org,717-303-0403,"1845 Market St, Ste 204",Camp Hill,PA,17011,40.239581,-76.915215,Education,Address
11/30/2015 12:21,FracTracker Alliance - Pittsburgh PA,"The FracTracker Alliance shares maps, data, and analyses to communicate impacts of the global oil and gas industry and informs actions that positively shape our energy future.",http://www.fractracker.org,Matt Kelso,kelso@fractracker.org,412-802-0273,"4600 Penn Ave, Fl 1",Pittsburgh,PA,15224,40.465723,-79.949438,Education,Address
12/1/2015 22:22,Citizens Acting for Rail Safety - Twin Cities,Rail Safety,www.saferails.org,Cathy Velasquez Eberhart,saferailstwincities@gmail.com,651-587-5356,,Saint Paul,MN,55103,44.970792,-93.135685,Advocacy,zip code
12/2/2015 9:41,Citizens Against Silica Mining (CASM),"To protect Winona, Minnesota and the surrounding area from the incursion of frack-sand mining, processing and transport (the front-end of fracking) by educating ourselves, the public, and our officials, and advocating for a healthful and sustainable economy and environment.",www.sandpointtimes.com,Jim Gurley,jgurley@hbci.com,507-523-3113,22505 Betty Jane Dr,Winona ,MN,55987,44.021703,-91.825139,Advocacy,Address
12/2/2015 9:47,Citizens Acting for Rail Safety - Winona MN,"To advocate for safe railroads, especially crude oil, thru education, research, lobbying, and bringing this to the public's attention.",,Jim Gurley,jgurley@hbci.com,507-523-3113,22505 Betty Jane Dr,Winona ,MN,55987,44.021703,-91.825139,Advocacy,Address
12/3/2015 19:48,Citizens Acting for Rail Safety (C.A.R.S.) - Milwaukee Area,"We are a non-partisan grassroots citizens’ organization working for the health, safety, and quality of life of people, communities and the environment threatened by ill-advised rail transportation of dangerous materials.",saferails.org,,SafeRails.MKEArea@gmail.com,,,Milwaukee,Wisconsin,,43.052789,-87.9386,Advocacy,Municipality
12/4/2015 12:44,C.A.R.S. Milwaukee,Against Dangers of Oil Trains,saferails.org,Susan Bietila,sbietila@hotmail.com,,,Milwaukee,Wisconsin,,43.052789,-87.9386,Advocacy,Municipality
12/11/2015 8:45,Safe Rail Communities,"Safe Rail Communities is a national, community-based, grassroots effort that exists to provide resources to support rail communities across the country in taking action on the issue of dangerous goods transported by rail.   Our advocacy involves creating awareness on the issue, and pressing government and industry to take meaningful action to review and resolve with the issue.  We are regular, concerned citizens who want to provide rail communities across Canada with the knowledge and resources to take action while we continue to advocate at the national level by pressing government and industry to make the changes necessary to ensure public safety.",www.saferail.ca,Helen Vassilakos & Patricia Lai,infosaferail@gmail.com,4165532457,205 Maria Street,Toronto,Ontario (ON),M6P 1W6,43.666302,-79.479368,Advocacy,Address
11/30/2015 12:19,FracTracker Alliance - Oakland CA,"The FracTracker Alliance shares maps, data, and analyses to communicate impacts of the global oil and gas industry and informs actions that positively shape our energy future.",http://www.fractracker.org,Kyle Ferrar,ferrar@fractracker.org,415-890-3722,"436 14th St, Ste 807",Oakland,CA,94612,37.8043,-122.270635,Education,Address
11/30/2015 12:19,FracTracker Alliance - Washington DC,"The FracTracker Alliance shares maps, data, and analyses to communicate impacts of the global oil and gas industry and informs actions that positively shape our energy future.",http://www.fractracker.org,Sam Rubright,malone@fractracker.org,202-630-6426,"777 6th St NW, Suite 700",Washington,DC,20001,38.899364,-77.01959,Education,Address
11/30/2015 12:19,FracTracker Alliance - Cleveland OH,"The FracTracker Alliance shares maps, data, and analyses to communicate impacts of the global oil and gas industry and informs actions that positively shape our energy future.",http://www.fractracker.org,Ted Auch,auch@fractracker.org,802-343-6771,"2460 Fairmount Blvd, Ste 204",Cleveland Heights,OH,44106,41.500719,-81.592731,Education,Address
11/30/2015 12:19,FracTracker Alliance - Ithaca NY,"The FracTracker Alliance shares maps, data, and analyses to communicate impacts of the global oil and gas industry and informs actions that positively shape our energy future.",http://www.fractracker.org,Karen Edelstein,edelstein@fractracker.org,607-592-4131,P.O. # 211,Ithaca,NY,14851,42.440929,-76.497204,Education,zip code
11/30/2015 12:19,FracTracker Alliance - Wetzel Co WV,"The FracTracker Alliance shares maps, data, and analyses to communicate impacts of the global oil and gas industry and informs actions that positively shape our energy future.",http://www.fractracker.org,Bill Hughes,hughes@fractracker.org,304-386-4692,-,New Martinsville,WV,26155,39.658214,-80.860184,Education,Municipality
